px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
9.82566	-10.3122	-2.72973	1.84462	-0.214665	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.558691
9.86942	-10.4585	-2.74716	1.83859	-0.205102	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.309066
9.89386	-10.6161	-2.75705	1.81442	-0.217777	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.119981
9.89854	-10.7568	-2.69548	1.77171	-0.261615	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.50378
9.9037	-10.9158	-2.70609	1.73853	-0.280064	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.253776
9.91426	-11.061	-2.68768	1.71046	-0.29733	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.291868
9.90596	-11.2223	-2.70075	1.67247	-0.318415	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.353617
9.92442	-11.3622	-2.71793	1.66264	-0.308723	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.202032
9.91512	-11.5157	-2.73824	1.62985	-0.32532	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.295736
9.88895	-11.6599	-2.68529	1.57331	-0.381594	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	3.07186
9.84914	-11.8268	-2.70789	1.52335	-0.409492	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.719815
9.80616	-11.9686	-2.66557	1.46198	-0.465293	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	2.26099
9.75236	-12.129	-2.68635	1.41048	-0.489956	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.623074
9.66921	-12.2598	-2.62544	1.31622	-0.586993	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	5.86656
9.61145	-12.3918	-2.61938	1.27146	-0.599331	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.444974
9.481	-12.5024	-2.54831	1.13482	-0.748765	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	12.4544
9.40671	-12.6149	-2.53503	1.08502	-0.757696	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.48048
9.26786	-12.7219	-2.51003	0.948919	-0.895937	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	10.0051
9.15515	-12.8236	-2.51301	0.879418	-0.914988	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	0.909269
9.04447	-12.9186	-2.51045	0.804007	-0.950181	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.659196
8.92644	-13.0059	-2.51141	0.737543	-0.96351	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.540331
8.8034	-13.0852	-2.51225	0.662435	-0.993005	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.742691
8.66072	-13.1682	-2.53883	0.590267	-1.00716	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.738607
8.45053	-13.1986	-2.59254	0.400146	-1.20522	8.43462	-13.263	8.4	-13.15	-2.72644	0	18.5354
8.30784	-13.2336	-2.5851	0.322415	-1.21655	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.506709
8.13692	-13.2436	-2.63905	0.193948	-1.31535	8.10139	-13.1447	8.1	-13.15	-3.00083	0	4.88661
7.99824	-13.2479	-2.63348	0.116353	-1.32687	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.530797
7.88191	-13.2766	-2.58278	0.0842945	-1.2651	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	2.36156
7.72114	-13.2829	-2.60568	0.00863755	-1.26792	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.369415
7.54539	-13.2525	-2.67662	-0.11204	-1.34503	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	4.2001
7.39426	-13.2157	-2.67638	-0.196694	-1.35499	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.361824
7.27182	-13.2022	-2.61413	-0.237893	-1.30312	7.19553	-13.2012	7.2	-13.15	-2.73035	0	2.44926
7.11815	-13.165	-2.63604	-0.309388	-1.30036	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.237069
6.98961	-13.1314	-2.60308	-0.361875	-1.27133	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.863386
6.81781	-13.0954	-2.66029	-0.416287	-1.24996	6.672	-13.1364	6.65	-13.15	-3.63617	0	1.31356
6.72209	-13.0906	-2.49274	-0.414412	-1.13867	6.53838	-13.1322	6.55	-13.15	-1.81656	0	15.295
6.5654	-13.0625	-2.53557	-0.45083	-1.10915	6.46904	-13.1587	6.45	-13.15	-1.81657	0	1.09772
6.4406	-13.008	-2.51773	-0.499592	-1.08995	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.66579
6.28082	-12.9652	-2.566	-0.532152	-1.05952	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	1.17937
6.13901	-12.8574	-2.66925	-0.622779	-1.11088	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	4.67636
5.98065	-12.7921	-2.71437	-0.656078	-1.08051	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	1.07275
5.8716	-12.729	-2.64429	-0.687762	-1.04012	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.63611
5.70594	-12.6701	-2.69493	-0.702247	-0.995213	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	1.83794
5.58404	-12.5674	-2.73395	-0.759388	-1.00318	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.779422
5.41345	-12.4932	-2.78956	-0.769286	-0.95559	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	2.09798
5.30207	-12.3963	-2.77293	-0.810591	-0.941204	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.367939
5.1571	-12.3071	-2.80339	-0.829975	-0.907762	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.870156
5.06305	-12.215	-2.78359	-0.865412	-0.895409	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.367006
4.9462	-12.1205	-2.80351	-0.889235	-0.873662	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.39146
4.86928	-12.0377	-2.7141	-0.915258	-0.845219	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	3.48657
4.78463	-11.9308	-2.71667	-0.954265	-0.841854	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.00890622
4.68875	-11.7831	-2.83915	-1.01067	-0.86632	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	5.85823
4.59859	-11.6612	-2.85494	-1.04454	-0.855922	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.223976
4.55052	-11.567	-2.72825	-1.08047	-0.841246	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.62671
4.50483	-11.4434	-2.71762	-1.13283	-0.852217	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.138841
4.41161	-11.268	-2.89006	-1.17712	-0.853584	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	11.596
4.38567	-11.1029	-2.8862	-1.25028	-0.880506	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.465437
4.40046	-10.9821	-2.68559	-1.33316	-0.919767	4.39651	-10.8822	4.45	-10.95	0	1.81807	15.8341
4.39235	-10.838	-2.67319	-1.39878	-0.935893	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.300858
4.38243	-10.698	-2.65332	-1.45756	-0.944772	4.493	-10.7885	4.45	-10.7	0	2.72865	0.305617
4.38888	-10.5497	-2.64983	-1.52344	-0.959234	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.162893
4.39353	-10.4046	-2.6413	-1.58278	-0.966967	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.0636564
4.41085	-10.2558	-2.64377	-1.64506	-0.976018	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.0606098
4.43602	-10.1149	-2.63284	-1.70729	-0.986422	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.192881
4.48347	-9.96489	-2.64193	-1.7796	-1.00423	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.272992
4.52446	-9.8194	-2.64617	-1.84132	-1.01127	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.168731
4.58777	-9.67126	-2.6618	-1.91207	-1.02553	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.24994
4.64764	-9.5349	-2.66443	-1.97319	-1.02989	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.153961
4.73812	-9.3935	-2.68598	-2.04993	-1.0485	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.504989
4.77442	-9.2508	-2.71071	-2.06054	-0.981179	4.89701	-9.18082	4.9	-9.2	0.908739	2.72622	2.45286
4.87153	-9.10578	-2.74331	-2.12823	-0.992409	4.94177	-9.04086	4.95	-9.05	0.908743	2.72623	0.525207
4.98524	-8.99007	-2.73909	-2.21701	-1.03833	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	0.984932
5.09295	-8.86661	-2.75596	-2.28141	-1.04416	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.147262
5.1572	-8.7376	-2.75575	-2.28876	-0.971581	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	2.36843
5.27784	-8.61129	-2.78895	-2.34831	-0.975011	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	0.438097
5.35296	-8.48692	-2.78203	-2.35549	-0.907201	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	2.07903
5.46366	-8.37804	-2.78648	-2.40422	-0.905856	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.0165773
5.49925	-8.25434	-2.75258	-2.35356	-0.758747	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	11.2396
5.60814	-8.14016	-2.78285	-2.3896	-0.754914	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	0.40801
5.71817	-8.02641	-2.79173	-2.4221	-0.742497	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0.447766
5.83883	-7.91366	-2.81012	-2.45889	-0.737716	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	0.210852
5.95929	-7.81199	-2.81565	-2.49489	-0.731586	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.149933
6.09728	-7.70883	-2.84222	-2.53494	-0.729926	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	0.247317
6.18495	-7.60632	-2.81837	-2.52384	-0.65368	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	3.15942
6.31	-7.50965	-2.8446	-2.55229	-0.648277	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	0.302788
6.41307	-7.40106	-2.82118	-2.54383	-0.578109	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	2.69609
6.54524	-7.3042	-2.835	-2.57114	-0.573232	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0.124926
6.64526	-7.21318	-2.81382	-2.5668	-0.518797	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	1.81384
6.76482	-7.11775	-2.83252	-2.58321	-0.5091	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0.410591
6.8835	-7.04074	-2.83308	-2.60671	-0.507796	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.12844
6.9975	-6.96474	-2.82724	-2.62707	-0.503494	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.160898
7.11734	-6.87627	-2.81126	-2.63387	-0.472396	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	0.801333
7.2548	-6.79328	-2.82115	-2.65537	-0.467769	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.0785314
7.34429	-6.69796	-2.77555	-2.62599	-0.383853	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	4.52258
7.46157	-6.61492	-2.7833	-2.63602	-0.374975	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0.291885
7.58096	-6.54547	-2.77966	-2.6496	-0.366597	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.04673
7.69639	-6.47456	-2.77545	-2.6628	-0.362013	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.152208
7.84721	-6.43255	-2.81939	-2.72347	-0.432886	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	3.8566
7.97425	-6.3696	-2.82197	-2.74079	-0.428715	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.0631536
8.05942	-6.2695	-2.71466	-2.68148	-0.292084	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	15.0083
8.18845	-6.19196	-2.71705	-2.68962	-0.284429	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.205358
8.27876	-6.08782	-2.65011	-2.64128	-0.184683	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	7.32234
8.39883	-6.00568	-2.64975	-2.64242	-0.176082	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0.284601
8.54954	-5.95619	-2.69091	-2.69116	-0.241023	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	3.47842
8.67816	-5.88108	-2.69337	-2.69673	-0.233607	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.164836
8.80452	-5.80882	-2.68778	-2.70036	-0.222227	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.398814
8.94299	-5.72615	-2.70757	-2.70167	-0.211185	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0.258514
9.028	-5.633	-2.64428	-2.65415	-0.120854	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	5.90186
9.14925	-5.54411	-2.66865	-2.64506	-0.105699	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0.475154
9.26398	-5.45929	-2.64652	-2.62683	-0.0684987	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	0.95156
9.38461	-5.37699	-2.6472	-2.62289	-0.0611248	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.168185
9.44677	-5.24595	-2.54597	-2.52605	0.0945937	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	16.7993
9.56231	-5.14272	-2.56417	-2.50824	0.106909	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0.295586
9.66194	-5.03984	-2.55295	-2.47727	0.143025	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	0.865233
9.77115	-4.92623	-2.57371	-2.45374	0.158011	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0.463992
9.87967	-4.8311	-2.57275	-2.43685	0.171986	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0.348384
9.98348	-4.72107	-2.58447	-2.4163	0.182446	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.243868
10.0747	-4.62699	-2.58447	-2.39948	0.191657	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0.211847
10.1692	-4.51534	-2.60568	-2.37676	0.203843	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0.373365
10.2467	-4.38998	-2.58729	-2.32471	0.263572	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	2.1289
10.3433	-4.25782	-2.61378	-2.29552	0.277102	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0.48518
10.4501	-4.15664	-2.629	-2.30227	0.240603	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	1.10554
10.5488	-4.0231	-2.6577	-2.27729	0.251239	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.390037
10.6523	-3.91478	-2.66911	-2.27672	0.229647	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.342005
10.7472	-3.78897	-2.68397	-2.25774	0.235399	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.110315
10.8465	-3.67419	-2.69165	-2.2493	0.228887	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.119523
10.941	-3.53225	-2.72202	-2.22549	0.239049	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.395316
10.9882	-3.38164	-2.69244	-2.14416	0.345366	11.1095	-3.32648	11	-3.3	0.908632	2.72588	6.55012
11.0642	-3.23346	-2.7157	-2.11363	0.355843	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.336076
11.1106	-3.08276	-2.7086	-2.05384	0.414752	10.9851	-2.95299	11.1	-3	0.909905	2.72971	1.92119
11.1748	-2.92812	-2.73198	-2.02049	0.424159	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0.31513
11.1663	-2.74776	-2.71523	-1.8965	0.578156	11.0233	-2.67356	11.15	-2.7	0	2.72847	11.7734
11.1989	-2.59488	-2.71949	-1.85466	0.587278	11.1324	-2.55807	11.15	-2.55	0	2.72844	0.312254
11.204	-2.42717	-2.72826	-1.76872	0.671729	11.2541	-2.42353	11.15	-2.4	0	2.72732	3.58811
11.2186	-2.27682	-2.72461	-1.72471	0.678323	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.208947
11.3192	-2.17295	-2.69126	-1.80751	0.487663	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	18.581
11.3517	-2.00985	-2.71665	-1.77594	0.490878	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0.238588
11.2984	-1.83584	-2.71599	-1.63728	0.668045	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	16.4478
11.2946	-1.67674	-2.72524	-1.59251	0.674989	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0.23633
11.2965	-1.52635	-2.72664	-1.55584	0.674732	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.0167297
11.2867	-1.37023	-2.73394	-1.51515	0.677616	11.2625	-1.34833	11.25	-1.35	0	2.72321	0.0585629
11.2305	-1.20651	-2.76156	-1.41632	0.776313	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	5.29329
11.1959	-1.05697	-2.76036	-1.3689	0.780701	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.0869345
11.0771	-0.889019	-2.82761	-1.2197	0.947817	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	14.8636
11.0075	-0.742622	-2.83013	-1.16022	0.954424	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.216206
10.9452	-0.60346	-2.81986	-1.11529	0.940355	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0.301345
10.8681	-0.460978	-2.82812	-1.06088	0.942265	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0.0677042
10.697	-0.327825	-2.95933	-0.896553	1.12825	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	22.4609
10.5933	-0.222499	-2.95092	-0.833863	1.13468	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.122424
10.5031	-0.11582	-2.89248	-0.796608	1.09224	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	1.99236
10.3805	-0.0370957	-2.85451	-0.722547	1.10912	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0.700808
10.2374	0.0545425	-2.88891	-0.635674	1.14928	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	1.60737
10.0956	0.0998565	-2.84159	-0.548968	1.17685	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	1.30536
9.95113	0.166484	-2.84562	-0.472861	1.19208	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.445372
9.79866	0.189748	-2.80752	-0.380919	1.22203	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	1.1433
9.68911	0.219101	-2.66768	-0.329476	1.18963	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	6.44911
9.55041	0.234687	-2.64162	-0.248854	1.20766	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.443541
9.41257	0.258434	-2.6367	-0.178828	1.21327	9.56225	0.148577	9.4	0.15	-2.72659	0	0.432347
9.26517	0.246898	-2.61797	-0.0895391	1.23829	9.25348	0.150166	9.25	0.15	-2.72658	0	0.564353
9.11982	0.251041	-2.61879	-0.0181909	1.2418	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.0445675
8.97026	0.24691	-2.62497	0.0529294	1.24415	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0.0632387
8.82393	0.244003	-2.65307	0.114018	1.237	8.94634	0.26481	8.8	0.25	-2.72783	0	0.52393
8.6752	0.23039	-2.66116	0.176928	1.23083	8.64483	0.254352	8.65	0.25	-2.7278	0	0.0814709
8.52478	0.209871	-2.68557	0.236463	1.22109	8.46866	0.251128	8.5	0.25	-2.72395	0	0.230509
8.37952	0.190893	-2.69024	0.288116	1.20414	8.35775	0.250149	8.35	0.25	-2.72395	0	0.23391
8.23235	0.159799	-2.72035	0.338814	1.18574	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.512153
8.08448	0.118031	-2.72974	0.394149	1.17459	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0.23165
7.88569	0.149556	-2.94095	0.348272	1.03915	7.74678	0.154598	7.85	0.15	-3.9992	0	23.3464
7.73303	0.107639	-2.9569	0.389944	1.02703	7.63715	0.143302	7.65	0.15	-3.99916	0	0.552936
7.63144	0.028497	-2.85988	0.474535	1.07448	7.61982	0.157052	7.55	0.15	-1.99868	0	5.34158
7.49651	0.00946479	-2.84717	0.490251	1.03474	7.43926	0.160393	7.45	0.15	-1.99866	0	1.51629
7.34345	-0.0287256	-2.87517	0.506653	0.984542	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	1.74055
7.20142	-0.070763	-2.85857	0.532413	0.95536	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0.86897
7.08755	-0.160445	-2.80919	0.604194	0.986041	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	1.83232
6.96096	-0.22574	-2.7928	0.640384	0.967879	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.389484
6.85639	-0.326392	-2.75959	0.710667	0.995121	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	0.982317
6.74702	-0.409978	-2.74103	0.754363	0.984501	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0.233748
6.64167	-0.503135	-2.73202	0.798431	0.972115	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.288689
6.54365	-0.600453	-2.71578	0.845419	0.96624	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0.144737
6.45864	-0.724789	-2.71188	0.911506	0.982934	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0.354697
6.36977	-0.864973	-2.73495	0.976031	0.992461	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0.338675
6.37065	-1.07954	-2.73848	1.16937	1.20269	6.35624	-1.10001	6.35	-1.1	0	-2.99522	19.9918
6.32758	-1.21536	-2.74307	1.23626	1.20898	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0.136589
6.30686	-1.39527	-2.77368	1.35247	1.28252	6.30992	-1.40686	6.35	-1.4	0	-2.72817	2.28916
6.29136	-1.54683	-2.76764	1.42968	1.2895	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0.222348
6.29308	-1.708	-2.77527	1.52034	1.31688	6.50996	-1.74616	6.35	-1.7	0	-2.72628	0.812678
6.30163	-1.85603	-2.76315	1.59774	1.32291	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0.16961
6.29506	-1.98569	-2.7169	1.63853	1.27214	6.38849	-2.02257	6.35	-2	0	-2.73154	1.83241
6.31717	-2.13392	-2.7144	1.71251	1.2764	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0.0611253
6.31477	-2.24786	-2.66052	1.73917	1.21774	6.28921	-2.27735	6.35	-2.3	0	-2.99503	2.54884
6.33859	-2.38776	-2.67533	1.79864	1.21441	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0.133495
6.38341	-2.54437	-2.71619	1.87887	1.23743	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0.824694
6.43563	-2.69536	-2.73194	1.94724	1.23585	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0.199315
6.48554	-2.8356	-2.72829	2.00596	1.22283	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.215017
6.55037	-2.97818	-2.74062	2.06971	1.21777	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0.0932195
6.59635	-3.09828	-2.65232	2.10101	1.1584	6.70928	-3.32749	6.55	-3.25	0	-3.63617	6.06452
6.64159	-3.26793	-2.70742	2.13083	1.11806	6.54763	-3.45513	6.55	-3.45	0	-3.63613	2.47084
6.69889	-3.40495	-2.69914	2.16781	1.08643	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	1.46596
6.75008	-3.57062	-2.74415	2.18922	1.04285	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	2.21324
6.81721	-3.69847	-2.71555	2.22395	1.01221	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	1.34933
6.89376	-3.8412	-2.73964	2.25838	0.988217	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.628256
6.99412	-3.97924	-2.77911	2.30469	0.979373	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	1.64802
7.05857	-4.14639	-2.81902	2.3096	0.925643	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	2.59989
7.11618	-4.25054	-2.6833	2.32424	0.8729	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	8.95458
7.17652	-4.40656	-2.70801	2.32394	0.821054	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	2.13245
7.26164	-4.53118	-2.70177	2.34822	0.796949	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	1.11178
7.31019	-4.69042	-2.71534	2.33283	0.734806	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	3.02706
7.42153	-4.83092	-2.81006	2.36454	0.731937	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	3.61101
7.48274	-4.99564	-2.82714	2.34765	0.671715	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	2.58786
7.55153	-5.10534	-2.7802	2.356	0.641711	7.32687	-5.26205	7.4	-5.3	0.999994	-3	2.05973
7.59844	-5.26916	-2.80089	2.32554	0.575671	7.46174	-5.44979	7.45	-5.45	0.999999	-3	3.14083
7.67801	-5.38601	-2.75648	2.33679	0.551186	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	1.48672
7.74891	-5.53859	-2.76911	2.32505	0.506954	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	1.33125
7.82836	-5.65347	-2.7089	2.33251	0.480967	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	2.36868
7.88233	-5.81763	-2.7209	2.30271	0.422251	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	2.27465
7.96362	-5.93296	-2.69218	2.31117	0.405108	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	0.71501
8.03297	-6.07514	-2.69803	2.29918	0.369557	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	0.824296
8.15101	-6.20333	-2.83161	2.32488	0.385316	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	7.12717
8.21866	-6.34461	-2.84302	2.30803	0.347745	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	0.950205
8.28355	-6.44826	-2.71068	2.30394	0.315701	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	7.88091
8.34992	-6.58865	-2.71137	2.28752	0.280733	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	0.816981
8.43112	-6.70393	-2.69117	2.29099	0.267476	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	0.642386
